trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
10/3/2020 4:56,2.29E+15,fraud_Pacocha-Bauch,shopping_pos,6.46,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,27/05/1950,21538c23ea41bfe379c8148926fa0177,1362891397,39.248428,-93.461447,0
10/3/2020 4:57,3.54E+15,fraud_Smitham-Schiller,grocery_net,34.94,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,7/5/2003,d936ca85ec54d35ca2aacffe5cb0e84a,1362891468,40.148184,-90.11668,0
10/3/2020 4:59,6.01E+15,fraud_Bailey-Morar,grocery_pos,107.65,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,2/11/1971,11c4d912b4d5c59d4abd828b25e6c4d9,1362891556,32.198778,-87.142557,0
10/3/2020 4:59,4.96E+15,fraud_Brekke and Sons,gas_transport,65.56,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,10/5/1966,d3f5465792b647b26c9f4e442d251b7d,1362891591,40.815244,-77.055941,0
10/3/2020 4:59,2.24E+15,"fraud_Little, Gutmann and Lynch",shopping_net,76.01,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,22/06/1963,a9974fa569c408e0b82d68ca143acfa5,1362891593,41.37643,-83.807259,0
10/3/2020 4:59,3.56E+15,fraud_Bartoletti-Wunsch,gas_transport,44.39,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,759eb86094b619cdec957f27427093a2,1362891595,46.376111,-100.366254,0
10/3/2020 5:00,2.29E+15,fraud_McGlynn-Heathcote,misc_net,10.99,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",15/02/1988,be6fa922636605794da16ea1926b4a2e,1362891604,32.406454,-89.572081,0
10/3/2020 5:00,5.46E+15,fraud_Wolf Inc,grocery_pos,132.38,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25/05/1954,cba6bf8197ab3394e0db093e09452c8e,1362891608,40.281142,-80.235687,0
10/3/2020 5:00,3.69E+13,fraud_Kuvalis Ltd,gas_transport,81.4,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,11/2/1971,94def5d9d8d43147601dfebc35ec1bff,1362891654,44.514708,-115.9388,0
10/3/2020 5:00,4.01E+15,fraud_Auer-Mosciski,grocery_pos,81.4,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31/05/1994,767b27815283cf19138a5dbd785b5518,1362891657,30.75122,-91.086413,0
10/3/2020 5:01,4.18E+18,fraud_Block-Parisian,misc_net,2.47,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",6/9/1988,e3054da7c18370b153c408ca53690e35,1362891712,36.450893,-104.749958,0
10/3/2020 5:02,4.59E+12,fraud_Bednar Group,misc_net,7.77,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20/01/1953,df8023ae1fec55fa5d8a1cdd84330825,1362891773,39.808057,-95.971635,0
10/3/2020 5:03,4.24E+18,fraud_Prohaska-Murray,gas_transport,68.62,Christopher,Odom,M,81446 Nicole Highway Apt. 874,Richland,NJ,8350,39.485,-74.8776,825,Licensed conveyancer,6/7/1991,7c868107c9aafd814989f17ba2dafcb0,1362891781,39.650895,-75.215453,0
10/3/2020 5:04,4.66E+15,"fraud_Haley, Jewess and Bechtelar",shopping_pos,7.39,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,7/9/1948,249596e7a5c6a94f3caadce7c46dc593,1362891861,30.12144,-84.892066,0
10/3/2020 5:05,6.60E+15,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,4.57,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/9/1969,c6bd297c7e6dea52d0e06f736c8285ae,1362891908,40.117326,-75.39172,0
10/3/2020 5:06,3.56E+15,fraud_Bogisich Inc,grocery_pos,65.46,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,6/12/1962,d6cf5b06fb03427d5ef87f2fb4a61323,1362891986,39.875013,-75.286431,0
10/3/2020 5:07,6.59E+15,fraud_Zemlak Group,misc_net,45.84,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,4/1/1977,9cad13fb3e43b6bda62c89529c8dbabe,1362892026,26.587587,-80.54499,0
10/3/2020 5:07,5.02E+11,fraud_Cartwright-Harris,grocery_pos,139.07,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,20/09/1958,661d390a9dcbfd4d4effb2f441c46836,1362892047,41.004754,-123.036535,0
10/3/2020 5:08,3.53E+15,"fraud_Tillman, Fritsch and Schmitt",misc_net,449.63,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,6/7/1955,6bdb9e46d181799b73c287852dc6b9e5,1362892085,43.324441,-84.694737,0
10/3/2020 5:08,6.51E+15,fraud_Kihn Inc,shopping_pos,23.34,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24/08/1946,8548e87d37f213c75f2f263e33320b08,1362892103,39.231113,-115.024848,0
10/3/2020 5:09,4.59E+15,fraud_Kutch LLC,gas_transport,62.94,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",5/7/1997,14182816735804d08bb49197b1ff0f9c,1362892146,33.15377,-80.586989,0
10/3/2020 5:10,4.41E+18,fraud_Runte-Mohr,food_dining,6.59,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",2/3/1969,8ad815be177f4839bd73aea991b96700,1362892202,33.125235,-81.056974,0
10/3/2020 5:10,4.20E+12,fraud_Pouros-Haag,shopping_pos,5.26,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,4a51faf18ff36f9d8b24e8055681edcb,1362892247,45.747791,-123.629073,0
10/3/2020 5:11,4.91E+15,fraud_McDermott-Rice,misc_pos,92.6,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,5032d4674592648f630c0683fa47804d,1362892276,32.427955,-97.920168,0
10/3/2020 5:12,6.01E+15,fraud_Miller-Hauck,grocery_pos,100.21,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,1f76bb3b017e69ab143b3f00867cd676,1362892357,39.071906,-93.171191,0
10/3/2020 5:13,4.84E+15,"fraud_Stokes, Christiansen and Sipes",grocery_net,50.3,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",28/10/1989,1d77f693913b7a75ffadb1a70949ada6,1362892415,43.626143,-73.20854,0
10/3/2020 5:14,3.55E+15,"fraud_Lehner, Reichert and Mills",misc_pos,17,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,9/10/1976,d1061997b45ac1958b9fb418bb4ff1d6,1362892452,43.80578,-73.509534,0
10/3/2020 5:14,3.54E+15,fraud_Rodriguez Group,gas_transport,86.29,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,10/8/1981,ced1e548922aa4f1b7fdef14dc9c5f65,1362892497,41.839538,-94.585129,0
10/3/2020 5:15,4.16E+15,fraud_DuBuque LLC,grocery_pos,75.08,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19/10/1973,d894d49e573cc4601bdfd242bc92278b,1362892504,39.541307,-80.121006,0
10/3/2020 5:15,3.73E+14,fraud_Simonis-Prohaska,misc_pos,30.34,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,4bdb6266f22a412269a67c188cc588f5,1362892517,42.372445,-82.74111,0
10/3/2020 5:15,4.79E+12,"fraud_Cremin, Hamill and Reichel",misc_pos,2.86,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",31/07/1941,262aa36bfd1752c43bdaa65feaeca414,1362892520,38.717063,-84.445968,0
10/3/2020 5:15,3.57E+15,fraud_Zemlak Group,misc_net,408.45,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25/04/1971,cca540084f9b4b1f2fd4d1e6cacbd384,1362892523,33.386681,-118.338772,0
10/3/2020 5:15,3.55E+15,fraud_Kutch Group,grocery_net,21.9,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,5/3/1999,734455a7d84d51675a075e6d78e32413,1362892535,32.802086,-90.345511,0
10/3/2020 5:16,3.02E+13,fraud_Cole PLC,grocery_pos,218.53,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,19/09/1987,f25c9b2087c32bfae79dc512e9d5847b,1362892568,36.717,-78.879854,0
10/3/2020 5:17,3.53E+15,fraud_Predovic Inc,shopping_net,104.65,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,13/08/1990,2ab0a94261c21a6d8dced8d54e38857e,1362892652,45.511827,-87.764838,0
10/3/2020 5:17,3.06E+13,fraud_Heidenreich PLC,grocery_pos,183.58,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,d85ca378ba5f11516f0fe654248a7b9b,1362892662,35.091546,-81.499143,0
10/3/2020 5:17,4.71E+15,"fraud_Willms, Kris and Bergnaum",shopping_pos,4.73,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",4/2/1967,4b380a84428efed161da81e1000d6845,1362892665,37.263183,-83.084153,0
10/3/2020 5:18,4.56E+18,fraud_Kerluke PLC,misc_net,16.02,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,18/10/1972,bf7bda5fca720b6657b3c4582b1f28e1,1362892685,38.713584,-122.156107,0
10/3/2020 5:18,4.76E+12,fraud_Block-Parisian,misc_net,5.57,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,20/06/1985,d99c459568502e4001a2660797095b9b,1362892729,32.507751,-96.644444,0
10/3/2020 5:19,3.50E+15,fraud_Kling Inc,gas_transport,54.95,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,8/9/1976,cbf0de8db531cef34daeef902254d4df,1362892740,38.931649,-76.538709,0
10/3/2020 5:19,4.64E+15,fraud_Kling Inc,gas_transport,73.99,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,3e82ee1796a50451ffcd82207b56e7f2,1362892743,39.681289,-109.908278,0
10/3/2020 5:20,6.52E+15,fraud_Jewess LLC,shopping_pos,114.63,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/6/1958,438695f229f9ef13419936414337cec4,1362892820,32.030152,-89.797827,0
10/3/2020 5:20,3.54E+15,fraud_Terry-Huel,shopping_net,102.69,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,21/01/1983,b786d5edb6268dd092eb41c038e8600f,1362892823,43.606415,-69.954541,0
10/3/2020 5:21,4.84E+15,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,90.35,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",28/10/1989,010f6c2f44fd31245cfc120900dc7b82,1362892868,44.419169,-71.915903,0
10/3/2020 5:21,3.71E+14,fraud_Schmitt Ltd,misc_net,153.8,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",25/05/1985,17e9d64a254eeef85d8332d1d517de6c,1362892901,39.781514,-74.387736,0
10/3/2020 5:21,2.13E+14,fraud_Volkman-Predovic,shopping_net,9.05,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1/9/1956,a7676268f4966bbd8524ad6cd9c89d9f,1362892916,44.50255,-124.582212,0
10/3/2020 5:22,4.61E+15,fraud_Cole PLC,grocery_pos,113.97,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,21/03/1985,93bfd852dda18c83294bf96012563449,1362892947,36.435757,-97.35166,0
10/3/2020 5:23,4.94E+15,fraud_Block-Parisian,misc_net,31,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,7/11/1990,b0861b99911c9f42fce4186067d64954,1362893038,27.048243,-98.627934,0
10/3/2020 5:23,3.50E+15,fraud_Kiehn Inc,grocery_pos,43.73,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,8/9/1976,1290f257570b3e6ea28a7fe97982d0cc,1362893039,38.543917,-76.577441,0
10/3/2020 5:24,4.99E+12,fraud_Cummings LLC,gas_transport,74.21,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,17/03/1937,c02ba0b1ed0d93ef134f982c478f1598,1362893054,40.628008,-73.278526,0
10/3/2020 5:25,4.28E+15,fraud_Terry-Huel,shopping_net,4.29,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,d76e50ca0b071aada1d3719a1e3783c1,1362893103,45.92834,-104.627379,0
10/3/2020 5:25,2.13E+14,"fraud_Quitzon, Green and Bashirian",shopping_pos,314.69,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,14/05/1944,bf28dba91044a549eb3e4daf53e86634,1362893104,35.476011,-84.194653,0
10/3/2020 5:26,4.36E+18,"fraud_Olson, Becker and Koch",gas_transport,67.02,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,5/10/1972,006edc76cd2fb6652e02226242830ac3,1362893183,43.320956,-92.836179,0
10/3/2020 5:26,4.30E+15,fraud_Metz-Boehm,shopping_pos,7.07,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,8/8/1964,9e85dfa0e2ac4dac30a3252ef7132c29,1362893196,42.878232,-93.411376,0
10/3/2020 5:27,1.80E+14,fraud_Hermann and Sons,shopping_pos,56.21,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,6/1/1942,15340c4d6a802260745610f2e58623bf,1362893243,43.889233,-87.399034,0
10/3/2020 5:27,4.47E+12,fraud_Morissette LLC,entertainment,127.34,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24/10/1927,a9a4a6f18c1d94d40abaee563f3eacdf,1362893254,36.88043,-80.059673,0
10/3/2020 5:28,4.78E+15,"fraud_Turner, Ruecker and Parisian",misc_pos,39.26,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24/04/1987,5b732df8dac35535fbe1ede5eef55830,1362893305,40.22509,-74.886985,0
10/3/2020 5:29,4.71E+15,fraud_Ledner-Pfannerstill,gas_transport,36.66,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",8/9/1938,8f0d15a4cd4a856083c3346501d30d26,1362893349,35.94774,-91.662611,0
10/3/2020 5:30,6.01E+15,fraud_Auer-Mosciski,grocery_pos,100.14,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,13/07/1973,9fafa68b496342643b47a309b626012f,1362893427,40.93387,-104.112805,0
10/3/2020 5:30,4.64E+15,"fraud_Johnston, Nikolaus and Maggio",grocery_net,41.36,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,720b7ed914f45eec58c5df464259c6e6,1362893451,38.109354,-109.55064,0
10/3/2020 5:30,4.26E+18,fraud_Bauch-Blanda,entertainment,187.34,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",27/09/1952,4f7743becaad84d57755c16443af675d,1362893458,33.437675,-95.99922,0
10/3/2020 5:31,3.73E+14,fraud_Klocko LLC,misc_net,401.44,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,789cd7038270078f3e2dc9a45d10c5ec,1362893475,43.224964,-83.409013,0
10/3/2020 5:32,5.02E+11,"fraud_Daugherty, Pouros and Beahan",shopping_pos,79.61,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",21/01/1961,1c9773bc490b6d15ae93424cb9de7ceb,1362893521,31.700024,-91.557266,0
10/3/2020 5:32,5.46E+15,fraud_Marks Inc,gas_transport,67.3,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25/05/1954,da55a9c8f947558376f9b5a4962bebdc,1362893541,41.97845,-80.498788,0
10/3/2020 5:33,3.59E+15,"fraud_Zieme, Bode and Dooley",gas_transport,67.29,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/5/1959,c505509c9282c67266ae2c7220fa64b4,1362893628,44.046847,-67.006354,0
10/3/2020 5:36,6.30E+11,fraud_DuBuque LLC,grocery_pos,112.92,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,28714e5c32fa002a47094e091a39b459,1362893764,39.767081,-78.903643,0
10/3/2020 5:36,2.13E+14,fraud_Cole PLC,grocery_pos,110.04,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24/07/1969,db00d28f6cfe560f736a3218c0306f53,1362893797,40.847694,-92.797694,0
10/3/2020 5:37,3.57E+15,"fraud_Bernier, Volkman and Hoeger",misc_net,4.7,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",14/08/1958,7d23c962cb8462e838e28d5e3ffacba7,1362893829,44.33764,-76.892925,0
10/3/2020 5:37,3.00E+13,fraud_Boyer PLC,misc_pos,42.06,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,3/9/1979,6fef989446686802679ec8c231312880,1362893862,32.910861,-90.350698,0
10/3/2020 5:37,4.22E+18,fraud_Kiehn-Emmerich,grocery_pos,93.38,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,6661c369dc1b3dc0d187c3689fac8bad,1362893863,39.29817,-84.713428,0
10/3/2020 5:38,4.17E+15,"fraud_Christiansen, Goyette and Schamberger",gas_transport,66.3,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15/02/1972,5e057854b182a532651385ee0feb56c2,1362893895,41.195812,-76.239084,0
10/3/2020 5:38,4.22E+12,fraud_Medhurst PLC,shopping_net,1.63,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20/01/1960,a7e244478941d2f599f19911a4821686,1362893899,42.950676,-82.719527,0
10/3/2020 5:38,3.44E+14,fraud_Effertz LLC,entertainment,1.67,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,24/01/1956,d5608476a9cdf488811f90ea4a962c42,1362893909,41.398845,-93.845931,0
10/3/2020 5:38,3.00E+13,fraud_Schmitt Inc,gas_transport,75.19,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",17/11/1993,1416844bca3944dc86124ea016121c87,1362893923,29.534721,-100.16026,0
10/3/2020 5:40,3.55E+15,fraud_Nader-Heller,misc_net,450.48,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,6b3f6ba5fbec4f3a85903e952da441ba,1362894018,47.876122,-122.179109,0
10/3/2020 5:41,3.78E+14,"fraud_Welch, Rath and Koepp",entertainment,64.71,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,55d44799fa7e3756317ad1a6c6c468b9,1362894092,44.006855,-123.411624,0
10/3/2020 5:42,4.45E+15,fraud_Bogisich-Homenick,misc_net,10.5,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20/01/1972,4019e0a45fc08c009c644098c5f239c4,1362894126,33.607173,-95.910985,0
10/3/2020 5:43,3.72E+14,fraud_Wolf Inc,grocery_pos,144.18,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13/03/1970,d116d17c43c00769edb8d33e29202099,1362894239,44.82599,-103.089231,0
10/3/2020 5:44,4.79E+12,fraud_Volkman PLC,food_dining,76.88,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",31/07/1941,98f181a7c9b1a986eff385ed3ea747db,1362894267,39.321503,-84.601213,0
10/3/2020 5:44,4.12E+15,"fraud_Stehr, Jewess and Schimmel",misc_net,9.26,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19/08/1945,adf715bb6f3682eeaa4d7e70c3c2ecf1,1362894296,39.740986,-89.32478,0
10/3/2020 5:45,3.42E+14,"fraud_Monahan, Bogisich and Ledner",misc_pos,204.36,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,8/6/1990,080eef213328860a34d57b729f249a31,1362894336,33.568835,-83.018493,0
10/3/2020 5:45,4.36E+18,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,3.15,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,4/8/1969,0a4da84aa22c7ce7db1e49115c2e6673,1362894355,40.699454,-91.112563,0
10/3/2020 5:45,3.71E+14,fraud_Predovic Inc,shopping_net,1.25,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,21/02/1966,094f68364204ef152a3bc8a1d54f2e77,1362894355,39.362386,-120.859067,0
10/3/2020 5:46,4.71E+15,fraud_Trantow PLC,grocery_net,60.7,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",26/01/1981,4e2169fdf8bd79fc596f56fe45276db9,1362894369,45.068636,-100.381667,0
10/3/2020 5:46,2.23E+15,fraud_Heidenreich PLC,grocery_pos,150.23,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",17/02/1958,49c85ecd84213e6193f2d41c24b08b2c,1362894384,30.315702,-90.201702,0
10/3/2020 5:46,3.54E+15,fraud_Stracke-Lemke,grocery_pos,112.09,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19/06/1992,a0d11098a4f627c32fb3b2719799fc24,1362894412,35.368101,-102.156368,0
10/3/2020 5:48,3.69E+13,"fraud_Rodriguez, Yost and Jenkins",misc_net,293.72,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",5/4/1950,ab8c664f92312ecd86c3a78e08ae3076,1362894495,32.777737,-80.722115,0
10/3/2020 5:48,3.00E+13,fraud_Terry-Huel,shopping_net,74.9,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,3/9/1979,057b16ca8a7e5a867adb7761a3fa766f,1362894501,32.123027,-90.349777,0
10/3/2020 5:50,4.59E+12,fraud_Gleason-Macejkovic,shopping_net,7.07,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20/01/1953,461aa08e36b8d771d2b0334fa123244e,1362894648,40.738057,-94.93996,0
10/3/2020 5:50,6.76E+11,"fraud_Heller, Gutmann and Zieme",grocery_pos,78.37,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10/12/1971,f56d00a3fa10682bfd69ef67efcbbf70,1362894658,38.631059,-80.556709,0
10/3/2020 5:51,3.54E+15,fraud_Doyle Ltd,grocery_pos,115.24,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,15/09/1965,e6066eff8e4e1435935d6323ce580d5e,1362894665,41.420781,-82.823119,0
10/3/2020 5:52,3.02E+13,fraud_Schmitt Inc,gas_transport,73.08,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,6/4/1958,85bece48590a7f2cbb30db4f79325ec7,1362894779,45.02564,-83.652799,0
10/3/2020 5:53,4.10E+15,fraud_Huels-Nolan,gas_transport,58.62,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",19/09/1988,088e03d25e032a3c7b902ad91ff0dfb2,1362894825,32.92344,-115.856092,0
10/3/2020 5:54,3.46E+14,fraud_Miller-Harris,misc_net,5.58,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,20/11/1950,7ce1cc2eab1b2763dc0bf25280cf8cb9,1362894840,38.152803,-77.64057,0
